image,n_gt,bucket,area,size,max_iou_nbr,nbr_count,rank,m300,m1000
0000287_01801_d_0000768,56,50-100,6300.0,medium,0.0,0,501,0,1
0000287_01801_d_0000768,56,50-100,126.0,small,0.142,2,28,1,1
0000287_01801_d_0000768,56,50-100,437.0,small,0.2327,3,32,1,1
0000287_01801_d_0000768,56,50-100,437.0,small,0.2327,3,-1,0,0
0000287_01801_d_0000768,56,50-100,437.0,small,0.1973,3,121,1,1
0000287_01801_d_0000768,56,50-100,133.0,small,0.1897,1,44,1,1
0000287_01801_d_0000768,56,50-100,168.0,small,0.1897,1,102,1,1
0000287_01801_d_0000768,56,50-100,952.0,small,0.3214,1,23,1,1
0000287_01801_d_0000768,56,50-100,861.0,small,0.3214,1,22,1,1
0000287_01801_d_0000768,56,50-100,5220.0,medium,0.0,2,48,1,1
0000287_01801_d_0000768,56,50-100,1125.0,medium,0.0,0,510,0,1
0000287_02001_d_0000769,44,<50,799.0,small,0.0,2,18,1,1
0000287_02001_d_0000769,44,<50,836.0,small,0.0,3,27,1,1
0000287_02001_d_0000769,44,<50,774.0,small,0.0,2,15,1,1
0000287_02001_d_0000769,44,<50,372.0,small,0.0,0,26,1,1
0000287_02001_d_0000769,44,<50,462.0,small,0.0,0,30,1,1
0000287_02001_d_0000769,44,<50,4560.0,medium,0.0,3,20,1,1
0000287_02001_d_0000769,44,<50,9701.0,large,0.1602,10,5,1,1
0000287_02001_d_0000769,44,<50,8460.0,medium,0.1602,6,25,1,1
0000287_02001_d_0000769,44,<50,6050.0,medium,0.1637,6,2,1,1
0000287_02001_d_0000769,44,<50,5198.0,medium,0.2928,5,13,1,1
0000287_02001_d_0000769,44,<50,4815.0,medium,0.3067,5,11,1,1
0000287_02001_d_0000769,44,<50,4576.0,medium,0.3067,6,3,1,1
0000287_02001_d_0000769,44,<50,1485.0,medium,0.0,0,1,1,1
0000287_02001_d_0000769,44,<50,800.0,small,0.0,1,9,1,1
0000287_02001_d_0000769,44,<50,910.0,small,0.0,4,10,1,1
0000287_02001_d_0000769,44,<50,989.0,small,0.1051,4,4,1,1
0000287_02001_d_0000769,44,<50,1008.0,small,0.1051,3,24,1,1
0000287_02001_d_0000769,44,<50,260.0,small,0.1977,1,48,1,1
0000287_02001_d_0000769,44,<50,525.0,small,0.0,0,17,1,1
0000287_02001_d_0000769,44,<50,665.0,small,0.4414,1,28,1,1
0000287_02001_d_0000769,44,<50,638.0,small,0.4414,1,32,1,1
0000287_02001_d_0000769,44,<50,4386.0,medium,0.0,2,8,1,1
0000287_02001_d_0000769,44,<50,10736.0,large,0.2662,9,21,1,1
0000287_02001_d_0000769,44,<50,3549.0,medium,0.2962,4,29,1,1
0000287_02001_d_0000769,44,<50,4018.0,medium,0.2962,5,6,1,1
0000287_02001_d_0000769,44,<50,384.0,small,0.3054,2,19,1,1
0000287_02001_d_0000769,44,<50,455.0,small,0.0,2,16,1,1
0000287_02001_d_0000769,44,<50,270.0,small,0.3054,2,43,1,1
0000287_02001_d_0000769,44,<50,330.0,small,0.0,0,23,1,1
0000287_02001_d_0000769,44,<50,756.0,small,0.0,0,12,1,1
0000287_02001_d_0000769,44,<50,2574.0,medium,0.0198,5,22,1,1
0000287_02001_d_0000769,44,<50,1128.0,medium,0.0198,2,7,1,1
0000287_02001_d_0000769,44,<50,1972.0,medium,0.004,7,0,1,1
0000287_02001_d_0000769,44,<50,1364.0,medium,0.0,4,14,1,1
0000287_02001_d_0000769,44,<50,126.0,small,0.0845,2,-1,0,0
0000287_02001_d_0000769,44,<50,247.0,small,0.2294,3,46,1,1
0000287_02001_d_0000769,44,<50,798.0,small,0.2294,3,47,1,1
0000287_02001_d_0000769,44,<50,304.0,small,0.0829,1,73,1,1
0000287_02001_d_0000769,44,<50,323.0,small,0.0829,2,71,1,1
0000287_02001_d_0000769,44,<50,273.0,small,0.004,1,59,1,1
0000287_02001_d_0000769,44,<50,144.0,small,0.0,2,58,1,1
0000287_02001_d_0000769,44,<50,66.0,small,0.1719,2,-1,0,0
0000287_02001_d_0000769,44,<50,84.0,small,0.1719,2,249,1,1
0000287_02001_d_0000769,44,<50,770.0,small,0.1977,1,33,1,1
0000287_02201_d_0000770,27,<50,9648.0,large,0.1729,1,1,1,1
0000287_02201_d_0000770,27,<50,6867.0,medium,0.0,3,11,1,1
0000287_02201_d_0000770,27,<50,1980.0,medium,0.0,0,3,1,1
0000287_02201_d_0000770,27,<50,1184.0,medium,0.0,1,6,1,1
0000287_02201_d_0000770,27,<50,1178.0,medium,0.0,4,2,1,1
0000287_02201_d_0000770,27,<50,1089.0,medium,0.0631,2,16,1,1
0000287_02201_d_0000770,27,<50,629.0,small,0.0631,1,51,1,1
0000287_02201_d_0000770,27,<50,1456.0,medium,0.0,0,7,1,1
0000287_02201_d_0000770,27,<50,520.0,small,0.0,0,204,1,1
0000287_02201_d_0000770,27,<50,150.0,small,0.0,2,18,1,1
0000287_02201_d_0000770,27,<50,150.0,small,0.0,2,63,1,1
0000287_02201_d_0000770,27,<50,102.0,small,0.0,2,233,1,1
0000287_02201_d_0000770,27,<50,196.0,small,0.092,2,25,1,1
0000287_02201_d_0000770,27,<50,161.0,small,0.0101,1,9,1,1
0000287_02201_d_0000770,27,<50,360.0,small,0.0845,3,10,1,1
0000287_02201_d_0000770,27,<50,196.0,small,0.0914,3,17,1,1
0000287_02201_d_0000770,27,<50,1632.0,medium,0.1335,6,4,1,1
0000287_02201_d_0000770,27,<50,1568.0,medium,0.1335,4,5,1,1
0000287_02201_d_0000770,27,<50,1643.0,medium,0.0914,4,8,1,1
0000287_02201_d_0000770,27,<50,570.0,small,0.4827,2,13,1,1
0000287_02201_d_0000770,27,<50,375.0,small,0.4318,2,32,1,1
0000287_02201_d_0000770,27,<50,714.0,small,0.4827,2,12,1,1
0000287_02201_d_0000770,27,<50,2900.0,medium,0.0,0,190,1,1
0000287_02201_d_0000770,27,<50,9179.0,medium,0.1729,2,0,1,1
0000287_02201_d_0000770,27,<50,60.0,small,0.0,0,553,0,1
0000287_02201_d_0000770,27,<50,24.0,small,0.0,0,211,1,1
0000287_02201_d_0000770,27,<50,20.0,small,0.0,0,-1,0,0
0000287_02401_d_0000771,18,<50,7189.0,medium,0.0,0,1,1,1
0000287_02401_d_0000771,18,<50,14960.0,large,0.0,0,11,1,1
0000287_02401_d_0000771,18,<50,2280.0,medium,0.2487,1,6,1,1
0000287_02401_d_0000771,18,<50,567.0,small,0.2487,1,12,1,1
0000287_02401_d_0000771,18,<50,21038.0,large,0.1481,4,2,1,1
0000287_02401_d_0000771,18,<50,19698.0,large,0.2144,4,0,1,1
0000287_02401_d_0000771,18,<50,7592.0,medium,0.2144,2,5,1,1
0000287_02401_d_0000771,18,<50,2220.0,medium,0.2769,1,13,1,1
0000287_02401_d_0000771,18,<50,4264.0,medium,0.2769,6,3,1,1
0000287_02401_d_0000771,18,<50,3588.0,medium,0.1606,6,4,1,1
0000287_02401_d_0000771,18,<50,2656.0,medium,0.1606,5,7,1,1
0000287_02401_d_0000771,18,<50,276.0,small,0.2746,2,16,1,1
0000287_02401_d_0000771,18,<50,578.0,small,0.2746,4,18,1,1
0000287_02401_d_0000771,18,<50,527.0,small,0.5863,3,8,1,1
0000287_02401_d_0000771,18,<50,512.0,small,0.5863,3,54,1,1
0000287_02401_d_0000771,18,<50,2484.0,medium,0.0575,2,86,1,1
0000287_02401_d_0000771,18,<50,2592.0,medium,0.0575,2,9,1,1
0000287_02401_d_0000771,18,<50,609.0,small,0.0,0,47,1,1
0000287_02601_d_0000772,44,<50,1408.0,medium,0.0547,1,9,1,1
0000287_02601_d_0000772,44,<50,2914.0,medium,0.1287,3,22,1,1
0000287_02601_d_0000772,44,<50,4032.0,medium,0.1287,3,19,1,1
0000287_02601_d_0000772,44,<50,276.0,small,0.0371,0,647,0,1
0000287_02601_d_0000772,44,<50,144.0,small,0.0,1,39,1,1
0000287_02601_d_0000772,44,<50,162.0,small,0.0,1,28,1,1
0000287_02601_d_0000772,44,<50,105.0,small,0.0,0,95,1,1
0000287_02601_d_0000772,44,<50,98.0,small,0.459,3,53,1,1
0000287_02601_d_0000772,44,<50,60.0,small,0.3,3,43,1,1
0000287_02601_d_0000772,44,<50,80.0,small,0.459,3,81,1,1
0000287_02601_d_0000772,44,<50,70.0,small,0.3,3,57,1,1
0000287_02601_d_0000772,44,<50,2880.0,medium,0.0,1,4,1,1
0000287_02601_d_0000772,44,<50,4212.0,medium,0.0,0,20,1,1
0000287_02601_d_0000772,44,<50,390.0,small,0.0,0,10,1,1
0000287_02601_d_0000772,44,<50,1056.0,medium,0.0307,2,21,1,1
0000287_02601_d_0000772,44,<50,960.0,small,0.0307,2,15,1,1
0000287_02601_d_0000772,44,<50,608.0,small,0.0,1,313,0,1
0000287_02601_d_0000772,44,<50,1674.0,medium,0.0547,3,91,1,1
0000287_02601_d_0000772,44,<50,1680.0,medium,0.0547,2,71,1,1
0000287_02601_d_0000772,44,<50,1856.0,medium,0.0,2,-1,0,0
0000287_02601_d_0000772,44,<50,250.0,small,0.0,1,27,1,1
0000287_02601_d_0000772,44,<50,319.0,small,0.0,1,11,1,1
0000287_02601_d_0000772,44,<50,3698.0,medium,0.0,2,6,1,1
0000287_02601_d_0000772,44,<50,3528.0,medium,0.0,0,-1,0,0
0000287_02601_d_0000772,44,<50,4292.0,medium,0.111,13,0,1,1
0000287_02601_d_0000772,44,<50,3416.0,medium,0.1268,8,5,1,1
0000287_02601_d_0000772,44,<50,4140.0,medium,0.1268,6,1,1,1
0000287_02601_d_0000772,44,<50,420.0,small,0.0,5,16,1,1
0000287_02601_d_0000772,44,<50,340.0,small,0.0,3,36,1,1
0000287_02601_d_0000772,44,<50,209.0,small,0.0449,2,85,1,1
0000287_02601_d_0000772,44,<50,210.0,small,0.0449,2,221,1,1
0000287_02601_d_0000772,44,<50,400.0,small,0.0,4,12,1,1
0000287_02601_d_0000772,44,<50,414.0,small,0.4549,4,199,1,1
0000287_02601_d_0000772,44,<50,360.0,small,0.4549,4,13,1,1
0000287_02601_d_0000772,44,<50,325.0,small,0.0,3,48,1,1
0000287_02601_d_0000772,44,<50,3626.0,medium,0.0045,2,2,1,1
0000287_02601_d_0000772,44,<50,1748.0,medium,0.0045,1,8,1,1
0000287_02601_d_0000772,44,<50,4386.0,medium,0.0,1,3,1,1
0000287_02601_d_0000772,44,<50,897.0,small,0.2848,2,14,1,1
0000287_02601_d_0000772,44,<50,348.0,small,0.2848,2,33,1,1
0000287_02601_d_0000772,44,<50,207.0,small,0.1884,2,24,1,1
0000287_02601_d_0000772,44,<50,4233.0,medium,0.0,5,-1,0,0
0000287_02601_d_0000772,44,<50,2576.0,medium,0.0,0,7,1,1
0000287_02601_d_0000772,44,<50,1275.0,medium,0.0,0,17,1,1
0000287_02801_d_0000773,60,50-100,6545.0,medium,0.0,2,41,1,1
0000287_02801_d_0000773,60,50-100,464.0,small,0.171,1,25,1,1
0000287_02801_d_0000773,60,50-100,440.0,small,0.171,1,66,1,1
0000287_02801_d_0000773,60,50-100,3224.0,medium,0.0,3,6,1,1
0000287_02801_d_0000773,60,50-100,2580.0,medium,0.0,3,24,1,1
0000287_02801_d_0000773,60,50-100,3763.0,medium,0.246,3,17,1,1
0000287_02801_d_0000773,60,50-100,3577.0,medium,0.246,2,55,1,1
0000287_02801_d_0000773,60,50-100,2898.0,medium,0.0,4,14,1,1
0000287_02801_d_0000773,60,50-100,2460.0,medium,0.0,3,505,0,1
0000287_02801_d_0000773,60,50-100,448.0,small,0.0,2,68,1,1
0000287_02801_d_0000773,60,50-100,324.0,small,0.0,3,23,1,1
0000287_02801_d_0000773,60,50-100,312.0,small,0.0,3,20,1,1
0000287_02801_d_0000773,60,50-100,253.0,small,0.0985,2,94,1,1
0000287_02801_d_0000773,60,50-100,425.0,small,0.0,2,867,0,1
0000287_02801_d_0000773,60,50-100,260.0,small,0.0985,1,60,1,1
0000287_02801_d_0000773,60,50-100,286.0,small,0.0,3,28,1,1
0000287_02801_d_0000773,60,50-100,286.0,small,0.0,3,83,1,1
0000287_02801_d_0000773,60,50-100,286.0,small,0.0457,3,18,1,1
0000287_02801_d_0000773,60,50-100,240.0,small,0.0457,2,51,1,1
0000287_02801_d_0000773,60,50-100,312.0,small,0.0,3,58,1,1
0000287_02801_d_0000773,60,50-100,432.0,small,0.0,6,26,1,1
0000287_02801_d_0000773,60,50-100,322.0,small,0.0,3,22,1,1
0000287_02801_d_0000773,60,50-100,352.0,small,0.4286,4,32,1,1
0000287_02801_d_0000773,60,50-100,504.0,small,0.0754,3,305,0,1
0000287_02801_d_0000773,60,50-100,308.0,small,0.4286,3,76,1,1
0000287_02801_d_0000773,60,50-100,1232.0,medium,0.0,8,63,1,1
0000287_02801_d_0000773,60,50-100,1260.0,medium,0.0,8,29,1,1
0000287_02801_d_0000773,60,50-100,3800.0,medium,0.116,14,0,1,1
0000287_02801_d_0000773,60,50-100,3213.0,medium,0.1461,9,8,1,1
0000287_02801_d_0000773,60,50-100,3519.0,medium,0.1461,6,39,1,1
0000287_02801_d_0000773,60,50-100,2496.0,medium,0.0017,1,7,1,1
0000287_02801_d_0000773,60,50-100,624.0,small,0.0,0,135,1,1
0000287_02801_d_0000773,60,50-100,476.0,small,0.0,0,92,1,1
0000287_02801_d_0000773,60,50-100,5355.0,medium,0.0,1,2,1,1
0000287_02801_d_0000773,60,50-100,5964.0,medium,0.0,2,12,1,1
0000287_02801_d_0000773,60,50-100,870.0,small,0.0,0,45,1,1
0000287_02801_d_0000773,60,50-100,7548.0,medium,0.1125,3,9,1,1
0000287_02801_d_0000773,60,50-100,5896.0,medium,0.1125,3,15,1,1
0000287_02801_d_0000773,60,50-100,4940.0,medium,0.0479,4,1,1,1
0000287_02801_d_0000773,60,50-100,17139.0,large,0.1608,8,11,1,1
0000287_02801_d_0000773,60,50-100,3237.0,medium,0.1608,2,13,1,1
0000287_02801_d_0000773,60,50-100,3230.0,medium,0.0,3,5,1,1
0000287_02801_d_0000773,60,50-100,3196.0,medium,0.1085,3,3,1,1
0000287_02801_d_0000773,60,50-100,4100.0,medium,0.162,5,19,1,1
0000287_02801_d_0000773,60,50-100,4293.0,medium,0.162,9,10,1,1
0000287_02801_d_0000773,60,50-100,6916.0,medium,0.3394,9,36,1,1
0000287_02801_d_0000773,60,50-100,3116.0,medium,0.3394,7,27,1,1
0000287_02801_d_0000773,60,50-100,189.0,small,0.0,1,31,1,1
0000287_02801_d_0000773,60,50-100,288.0,small,0.0,3,16,1,1
0000287_02801_d_0000773,60,50-100,154.0,small,0.1078,2,21,1,1
0000287_02801_d_0000773,60,50-100,72.0,small,0.1078,1,-1,0,0
0000287_02801_d_0000773,60,50-100,2250.0,medium,0.0,8,4,1,1
0000287_02801_d_0000773,60,50-100,323.0,small,0.3226,3,53,1,1
0000287_02801_d_0000773,60,50-100,210.0,small,0.3226,2,61,1,1
0000287_02801_d_0000773,60,50-100,380.0,small,0.4091,3,34,1,1
0000287_02801_d_0000773,60,50-100,240.0,small,0.4091,3,33,1,1
0000287_02801_d_0000773,60,50-100,2849.0,medium,0.0,7,37,1,1
0000287_02801_d_0000773,60,50-100,702.0,small,0.3761,2,30,1,1
0000287_02801_d_0000773,60,50-100,264.0,small,0.406,2,47,1,1
0000287_02801_d_0000773,60,50-100,207.0,small,0.406,2,50,1,1
0000287_03001_d_0000774,18,<50,4557.0,medium,0.0,2,7,1,1
0000287_03001_d_0000774,18,<50,4950.0,medium,0.0,4,8,1,1
0000287_03001_d_0000774,18,<50,6525.0,medium,0.1027,6,4,1,1
0000287_03001_d_0000774,18,<50,6552.0,medium,0.1027,4,3,1,1
0000287_03001_d_0000774,18,<50,6052.0,medium,0.0879,2,2,1,1
0000287_03001_d_0000774,18,<50,6424.0,medium,0.0879,3,1,1,1
0000287_03001_d_0000774,18,<50,90.0,small,0.0,0,-1,0,0
0000287_03001_d_0000774,18,<50,182.0,small,0.0,0,15,1,1
0000287_03001_d_0000774,18,<50,120.0,small,0.0336,1,79,1,1
0000287_03001_d_0000774,18,<50,126.0,small,0.0336,1,-1,0,0
0000287_03001_d_0000774,18,<50,4698.0,medium,0.0,0,5,1,1
0000287_03001_d_0000774,18,<50,3608.0,medium,0.0,0,20,1,1
0000287_03001_d_0000774,18,<50,5488.0,medium,0.0368,3,11,1,1
0000287_03001_d_0000774,18,<50,4508.0,medium,0.0368,2,9,1,1
0000287_03001_d_0000774,18,<50,5915.0,medium,0.0767,4,0,1,1
0000287_03001_d_0000774,18,<50,24111.0,large,0.1657,5,10,1,1
0000287_03001_d_0000774,18,<50,4590.0,medium,0.1657,2,6,1,1
0000287_03001_d_0000774,18,<50,6004.0,medium,0.0,2,12,1,1
0000287_03401_d_0000776,56,50-100,1595.0,medium,0.0,0,15,1,1
0000287_03401_d_0000776,56,50-100,2226.0,medium,0.0,1,19,1,1
0000287_03401_d_0000776,56,50-100,2160.0,medium,0.0,2,2,1,1
0000287_03401_d_0000776,56,50-100,2035.0,medium,0.2032,2,24,1,1
0000287_03401_d_0000776,56,50-100,2193.0,medium,0.2032,2,1,1,1
0000287_03401_d_0000776,56,50-100,2300.0,medium,0.169,3,7,1,1
0000287_03401_d_0000776,56,50-100,2632.0,medium,0.169,2,38,1,1
0000287_03401_d_0000776,56,50-100,1575.0,medium,0.0,0,20,1,1
0000287_03401_d_0000776,56,50-100,1768.0,medium,0.0,0,32,1,1
0000287_03401_d_0000776,56,50-100,2688.0,medium,0.0,0,36,1,1
0000287_03401_d_0000776,56,50-100,2809.0,medium,0.1527,2,34,1,1
0000287_03401_d_0000776,56,50-100,2808.0,medium,0.1527,3,18,1,1
0000287_03401_d_0000776,56,50-100,3111.0,medium,0.0623,3,6,1,1
0000287_03401_d_0000776,56,50-100,2478.0,medium,0.0623,2,26,1,1
0000287_03401_d_0000776,56,50-100,1742.0,medium,0.0,0,17,1,1
0000287_03401_d_0000776,56,50-100,2700.0,medium,0.1156,2,40,1,1
0000287_03401_d_0000776,56,50-100,2365.0,medium,0.1156,2,33,1,1
0000287_03401_d_0000776,56,50-100,2430.0,medium,0.0639,4,5,1,1
0000287_03401_d_0000776,56,50-100,2288.0,medium,0.1891,3,8,1,1
0000287_03401_d_0000776,56,50-100,2250.0,medium,0.0111,3,16,1,1
0000287_03401_d_0000776,56,50-100,1950.0,medium,0.0,1,37,1,1
0000287_03401_d_0000776,56,50-100,1122.0,medium,0.0,1,31,1,1
0000287_03401_d_0000776,56,50-100,2640.0,medium,0.0,3,10,1,1
0000287_03401_d_0000776,56,50-100,1550.0,medium,0.0,3,21,1,1
0000287_03401_d_0000776,56,50-100,2088.0,medium,0.0,2,47,1,1
0000287_03401_d_0000776,56,50-100,1357.0,medium,0.0,0,28,1,1
0000287_03401_d_0000776,56,50-100,1116.0,medium,0.0,1,44,1,1
0000287_03401_d_0000776,56,50-100,11118.0,large,0.1891,8,461,0,1
0000287_03401_d_0000776,56,50-100,1344.0,medium,0.0,0,42,1,1
0000287_03401_d_0000776,56,50-100,1566.0,medium,0.0,1,65,1,1
0000287_03401_d_0000776,56,50-100,2048.0,medium,0.0,3,39,1,1
0000287_03401_d_0000776,56,50-100,1953.0,medium,0.0,3,30,1,1
0000287_03401_d_0000776,56,50-100,1888.0,medium,0.0,6,25,1,1
0000287_03401_d_0000776,56,50-100,2444.0,medium,0.0,3,0,1,1
0000287_03401_d_0000776,56,50-100,3233.0,medium,0.0,7,35,1,1
0000287_03401_d_0000776,56,50-100,2115.0,medium,0.0288,11,12,1,1
0000287_03401_d_0000776,56,50-100,2800.0,medium,0.1365,15,4,1,1
0000287_03401_d_0000776,56,50-100,2754.0,medium,0.1824,13,14,1,1
0000287_03401_d_0000776,56,50-100,2303.0,medium,0.1824,9,27,1,1
0000287_03401_d_0000776,56,50-100,2444.0,medium,0.1381,8,11,1,1
0000287_03401_d_0000776,56,50-100,2491.0,medium,0.1208,5,29,1,1
0000287_03401_d_0000776,56,50-100,2183.0,medium,0.0113,2,22,1,1
0000287_03401_d_0000776,56,50-100,1316.0,medium,0.0,1,23,1,1
0000287_03401_d_0000776,56,50-100,780.0,small,0.0288,4,49,1,1
0000287_03401_d_0000776,56,50-100,216.0,small,0.016,1,103,1,1
0000287_03401_d_0000776,56,50-100,418.0,small,0.1216,2,238,1,1
0000287_03401_d_0000776,56,50-100,320.0,small,0.1216,2,53,1,1
0000287_03401_d_0000776,56,50-100,238.0,small,0.0084,2,95,1,1
0000287_03401_d_0000776,56,50-100,240.0,small,0.1549,3,48,1,1
0000287_03401_d_0000776,56,50-100,220.0,small,0.0216,3,71,1,1
0000287_03401_d_0000776,56,50-100,252.0,small,0.1549,3,89,1,1
0000287_03401_d_0000776,56,50-100,270.0,small,0.203,4,45,1,1
0000287_03401_d_0000776,56,50-100,210.0,small,0.203,3,154,1,1
0000287_03401_d_0000776,56,50-100,272.0,small,0.3204,3,91,1,1
0000287_03401_d_0000776,56,50-100,272.0,small,0.3204,3,-1,0,0
0000287_03401_d_0000776,56,50-100,2655.0,medium,0.0,1,9,1,1
0000287_04601_d_0000780,88,50-100,225.0,small,0.0,0,-1,0,0
0000287_04601_d_0000780,88,50-100,143.0,small,0.0,1,-1,0,0
0000287_04601_d_0000780,88,50-100,532.0,small,0.0,1,120,1,1
0000287_04601_d_0000780,88,50-100,3105.0,medium,0.0771,2,19,1,1
0000287_04601_d_0000780,88,50-100,3960.0,medium,0.0771,3,9,1,1
0000287_04601_d_0000780,88,50-100,3844.0,medium,0.1274,4,8,1,1
0000287_04601_d_0000780,88,50-100,3900.0,medium,0.1274,3,23,1,1
0000287_04601_d_0000780,88,50-100,3744.0,medium,0.0,0,29,1,1
0000287_04601_d_0000780,88,50-100,3102.0,medium,0.0,1,25,1,1
0000287_04601_d_0000780,88,50-100,3465.0,medium,0.0,6,2,1,1
0000287_04601_d_0000780,88,50-100,156.0,small,0.52,2,128,1,1
0000287_04601_d_0000780,88,50-100,72.0,small,0.24,2,603,0,1
0000287_04601_d_0000780,88,50-100,300.0,small,0.52,2,53,1,1
0000287_04601_d_0000780,88,50-100,3234.0,medium,0.0,5,0,1,1
0000287_04601_d_0000780,88,50-100,156.0,small,0.4948,1,68,1,1
0000287_04601_d_0000780,88,50-100,276.0,small,0.4948,1,38,1,1
0000287_04601_d_0000780,88,50-100,3009.0,medium,0.1738,7,16,1,1
0000287_04601_d_0000780,88,50-100,3422.0,medium,0.1738,9,13,1,1
0000287_04601_d_0000780,88,50-100,72.0,small,0.0,1,60,1,1
0000287_04601_d_0000780,88,50-100,144.0,small,0.2697,3,98,1,1
0000287_04601_d_0000780,88,50-100,140.0,small,0.4017,2,239,1,1
0000287_04601_d_0000780,88,50-100,195.0,small,0.4017,4,162,1,1
0000287_04601_d_0000780,88,50-100,88.0,small,0.0281,1,-1,0,0
0000287_04601_d_0000780,88,50-100,3135.0,medium,0.1603,9,28,1,1
0000287_04601_d_0000780,88,50-100,3596.0,medium,0.2102,12,10,1,1
0000287_04601_d_0000780,88,50-100,3843.0,medium,0.2102,11,22,1,1
0000287_04601_d_0000780,88,50-100,3481.0,medium,0.2001,8,30,1,1
0000287_04601_d_0000780,88,50-100,135.0,small,0.0,2,178,1,1
0000287_04601_d_0000780,88,50-100,135.0,small,0.0731,2,275,1,1
0000287_04601_d_0000780,88,50-100,100.0,small,0.0731,2,116,1,1
0000287_04601_d_0000780,88,50-100,140.0,small,0.6364,3,85,1,1
0000287_04601_d_0000780,88,50-100,143.0,small,0.6103,3,78,1,1
0000287_04601_d_0000780,88,50-100,220.0,small,0.6364,3,33,1,1
0000287_04601_d_0000780,88,50-100,200.0,small,0.6103,3,35,1,1
0000287_04601_d_0000780,88,50-100,357.0,small,0.3529,2,57,1,1
0000287_04601_d_0000780,88,50-100,468.0,small,0.2991,3,34,1,1
0000287_04601_d_0000780,88,50-100,126.0,small,0.3529,1,95,1,1
0000287_04601_d_0000780,88,50-100,140.0,small,0.2991,1,-1,0,0
0000287_04601_d_0000780,88,50-100,169.0,small,0.4681,1,91,1,1
0000287_04601_d_0000780,88,50-100,361.0,small,0.4681,1,69,1,1
0000287_04601_d_0000780,88,50-100,180.0,small,0.0,0,41,1,1
0000287_04601_d_0000780,88,50-100,1782.0,medium,0.1551,2,54,1,1
0000287_04601_d_0000780,88,50-100,3312.0,medium,0.1551,2,15,1,1
0000287_04601_d_0000780,88,50-100,3835.0,medium,0.037,3,6,1,1
0000287_04601_d_0000780,88,50-100,2900.0,medium,0.0,0,31,1,1
0000287_04601_d_0000780,88,50-100,171.0,small,0.0,0,90,1,1
0000287_04601_d_0000780,88,50-100,3520.0,medium,0.0296,3,4,1,1
0000287_04601_d_0000780,88,50-100,3705.0,medium,0.0296,5,3,1,1
0000287_04601_d_0000780,88,50-100,2220.0,medium,0.0,2,11,1,1
0000287_04601_d_0000780,88,50-100,3504.0,medium,0.0,2,7,1,1
0000287_04601_d_0000780,88,50-100,2691.0,medium,0.0,2,14,1,1
0000287_04601_d_0000780,88,50-100,2345.0,medium,0.0,4,21,1,1
0000287_04601_d_0000780,88,50-100,2280.0,medium,0.176,2,45,1,1
0000287_04601_d_0000780,88,50-100,3599.0,medium,0.176,8,27,1,1
0000287_04601_d_0000780,88,50-100,3192.0,medium,0.1881,10,26,1,1
0000287_04601_d_0000780,88,50-100,3894.0,medium,0.1881,16,18,1,1
0000287_04601_d_0000780,88,50-100,3900.0,medium,0.0944,20,5,1,1
0000287_04601_d_0000780,88,50-100,2915.0,medium,0.0391,17,12,1,1
0000287_04601_d_0000780,88,50-100,180.0,small,0.0,0,46,1,1
0000287_04601_d_0000780,88,50-100,165.0,small,0.0,0,42,1,1
0000287_04601_d_0000780,88,50-100,3648.0,medium,0.0,9,1,1,1
0000287_04601_d_0000780,88,50-100,4446.0,medium,0.0,12,20,1,1
0000287_04601_d_0000780,88,50-100,72.0,small,0.36,2,-1,0,0
0000287_04601_d_0000780,88,50-100,132.0,small,0.36,2,245,1,1
0000287_04601_d_0000780,88,50-100,429.0,small,0.3077,2,65,1,1
0000287_04601_d_0000780,88,50-100,165.0,small,0.0,0,169,1,1
0000287_04601_d_0000780,88,50-100,1512.0,medium,0.0,1,47,1,1
0000287_04601_d_0000780,88,50-100,3225.0,medium,0.0,4,17,1,1
0000287_04601_d_0000780,88,50-100,2760.0,medium,0.0,4,24,1,1
0000287_04601_d_0000780,88,50-100,2730.0,medium,0.0,6,37,1,1
0000287_04601_d_0000780,88,50-100,1204.0,medium,0.0391,8,32,1,1
0000287_04601_d_0000780,88,50-100,288.0,small,0.0076,1,59,1,1
0000287_04601_d_0000780,88,50-100,504.0,small,0.1192,4,52,1,1
0000287_04601_d_0000780,88,50-100,322.0,small,0.1192,3,50,1,1
0000287_04601_d_0000780,88,50-100,270.0,small,0.2506,4,115,1,1
0000287_04601_d_0000780,88,50-100,289.0,small,0.2506,4,40,1,1
0000287_04601_d_0000780,88,50-100,340.0,small,0.0,5,92,1,1
0000287_04601_d_0000780,88,50-100,192.0,small,0.1509,4,-1,0,0
0000287_04601_d_0000780,88,50-100,342.0,small,0.1509,6,55,1,1
0000287_04601_d_0000780,88,50-100,221.0,small,0.1538,5,161,1,1
0000287_04601_d_0000780,88,50-100,304.0,small,0.1538,6,44,1,1
0000287_04601_d_0000780,88,50-100,357.0,small,0.1536,6,36,1,1
0000287_04601_d_0000780,88,50-100,264.0,small,0.1607,3,102,1,1
0000287_04601_d_0000780,88,50-100,256.0,small,0.1607,2,75,1,1
0000287_04601_d_0000780,88,50-100,380.0,small,0.2058,5,49,1,1
0000287_04601_d_0000780,88,50-100,323.0,small,0.2058,3,71,1,1
0000287_04601_d_0000780,88,50-100,342.0,small,0.2667,3,43,1,1
